/out X,/out Y
0,2.336046600498989e-05
1e-08,2.336038270088294e-05
3e-08,2.336034122116499e-05
5.181995391714464e-08,2.336033791236191e-05
7.590997695857233e-08,2.336035161775145e-05
1e-07,2.336036258634245e-05
1.000152894348186e-07,2.353798034837681e-05
1.00026940386178e-07,2.36703374337613e-05
1.000502422888968e-07,2.393077418695299e-05
1.000968460943345e-07,2.444705179667952e-05
1.001900537052098e-07,2.547070940102275e-05
1.003764689269604e-07,2.748032196533602e-05
1.007492993704618e-07,3.131079376809486e-05
1.012909963253032e-07,3.607436577859682e-05
1.017180131148047e-07,3.836634469986454e-05
1.020587072587646e-07,3.81068238009262e-05
1.024059809156151e-07,3.29861368513985e-05
1.027831224640224e-07,1.174506156256091e-05
1.029994859948718e-07,-1.556477388542196e-05
1.032091355103615e-07,-6.341422041245944e-05
1.033797325827052e-07,-0.0001275848524475563
1.035020865626947e-07,-0.0001935479408046565
1.036019280821072e-07,-0.0002634599363547502
1.037329818675936e-07,-0.0003830471134724532
1.03840296773195e-07,-0.0005086172002497194
1.039314186587217e-07,-0.0006378049011010427
1.040294768757816e-07,-0.0008033039246607728
1.041392996599776e-07,-0.001025354450289841
1.04252905792148e-07,-0.001300308575365162
1.043551547570343e-07,-0.001590561107245083
1.044420926979865e-07,-0.001871399496009488
1.045222088496872e-07,-0.002159570687953425
1.046349265231084e-07,-0.002616148278241322
1.047243616617476e-07,-0.003023178960589274
1.048034168808881e-07,-0.003417469557442319
1.048977957517995e-07,-0.003932403047926323
1.050243226688852e-07,-0.004701504546803442
1.051811112855369e-07,-0.005785603921100032
1.053644166200184e-07,-0.007246901564414932
1.055791715711884e-07,-0.0092422466530078
1.05835506330453e-07,-0.01205742618687773
1.061047942155576e-07,-0.01556921265373409
1.063777890154006e-07,-0.01975916028726214
1.066672559644114e-07,-0.02494169013231024
1.069956835312842e-07,-0.03177893673344778
1.074025941269105e-07,-0.04165231475136998
1.077830751219084e-07,-0.05220093983212837
1.081250162982945e-07,-0.06262683006670688
1.084428475007104e-07,-0.07295305508769274
1.087499938877251e-07,-0.08333237542971018
1.090632293033546e-07,-0.09411978794190302
1.093820050743996e-07,-0.1050887272605203
1.097071800287089e-07,-0.1160380895739737
1.1e-07,-0.1255139149647166
1.10079588674919e-07,-0.1279527574875522
1.101522759841254e-07,-0.1301303023016826
1.102340740321655e-07,-0.1325030455225599
1.103976701282458e-07,-0.1369838372921217
1.107097012358955e-07,-0.1445822899321529
1.110322869205482e-07,-0.1512081614861823
1.112670751904278e-07,-0.1552943206234762
1.114473865861506e-07,-0.15803822846324
1.115979432510883e-07,-0.1600823486530867
1.117324170416762e-07,-0.1617279215936641
1.118685530567291e-07,-0.1632293894627134
1.120688760474564e-07,-0.1651575496678625
1.122206156961074e-07,-0.1664078740345805
1.12335505688629e-07,-0.1672408336835461
1.124533045651537e-07,-0.1679989687400356
1.12584975921633e-07,-0.1687380775902817
1.127225173864927e-07,-0.1693951310076069
1.128621123825676e-07,-0.1699493907464846
1.130151952470537e-07,-0.1704361125666465
1.132517334307678e-07,-0.1709636818823514
1.134538982538116e-07,-0.1712184269863835
1.136119809155009e-07,-0.1713030847719669
1.137794353539813e-07,-0.1712937011729537
1.139846083941737e-07,-0.1711571686543574
1.142294347716825e-07,-0.1708337550118804
1.145117028238485e-07,-0.1702713606791369
1.148431524809471e-07,-0.1693904670693927
1.152394383732227e-07,-0.1680805735024156
1.157173432808199e-07,-0.1662102355722031
1.163014032096475e-07,-0.1636108138933206
1.170471831984385e-07,-0.1599701534052334
1.179325384883158e-07,-0.1554036258780062
1.183145749533734e-07,-0.153385973591697
1.187189439595778e-07,-0.1512457640030547
1.190554391229474e-07,-0.1494714812699444
1.192917155303922e-07,-0.1482325358124889
1.194917235250133e-07,-0.1471899905594724
1.19728858330783e-07,-0.1459633635161054
1.199294528169105e-07,-0.1449347937112459
1.201223149339033e-07,-0.143953960782722
1.20299643529592e-07,-0.1430588236973165
1.204604700977073e-07,-0.1422519465239281
1.206160304188564e-07,-0.1414755963003093
1.207923935138059e-07,-0.1406002573738389
1.210656778868203e-07,-0.1392546834464629
1.213028629596811e-07,-0.1380984789667737
1.215243119983871e-07,-0.137029410511433
1.217729796344285e-07,-0.1358413733094266
1.220999305706411e-07,-0.1342994667715377
1.224153505400844e-07,-0.1328332379257147
1.227020240213949e-07,-0.1315181391320316
1.230044407474371e-07,-0.1301480453989247
1.233493915625476e-07,-0.1286058535794299
1.237389282356237e-07,-0.1268896947753342
1.241807094235323e-07,-0.1249749595772625
1.246828160524938e-07,-0.1228387100744606
1.252588441340497e-07,-0.1204395568195924
1.259305026576774e-07,-0.1177107753988391
1.267396794996138e-07,-0.1145195405894897
1.277831780109966e-07,-0.1105547707490674
1.289156262056319e-07,-0.1064379012496669
1.3003830607113e-07,-0.1025425460165787
1.310018587965224e-07,-0.09934266699639362
1.318615686387052e-07,-0.09659422220974132
1.328159634150211e-07,-0.09365271741209329
1.342021598514563e-07,-0.08956709178593029
1.359189604944723e-07,-0.08478504085662746
1.373464568079537e-07,-0.08102589618991637
1.388647478147163e-07,-0.07722887034347645
1.406503405715103e-07,-0.07301139518414601
1.424760015965158e-07,-0.06895954290130728
1.436063676202692e-07,-0.06657687367214762
1.448533208763451e-07,-0.06405425408890709
1.460235741992803e-07,-0.06178291768401575
1.473607424974812e-07,-0.05929515108246004
1.497549898310698e-07,-0.05510397774398298
1.516803413812208e-07,-0.05196257266352824
1.533183297308285e-07,-0.04944004892340518
1.550957604872892e-07,-0.04684867218043468
1.571404150285481e-07,-0.04404346711754684
1.597061064771501e-07,-0.04076949780249849
1.632839231489569e-07,-0.03661743163755901
1.675159134993253e-07,-0.03225894175506489
1.729848251151648e-07,-0.02738981606138303
1.803261751829402e-07,-0.02197231028342591
1.881961700149894e-07,-0.01732560924670112
1.966549600743989e-07,-0.01339451478889074
2.057906510802612e-07,-0.01010998850674878
2.156443518590191e-07,-0.00742019231096496
2.264042409114246e-07,-0.005237955189615631
2.352854192042695e-07,-0.003894090242155566
2.442503443112849e-07,-0.002852610955977563
2.529197879825259e-07,-0.002075769941840268
2.616976904987672e-07,-0.001466325270730295
2.705772600795811e-07,-0.0009899744424851811
2.796890176650247e-07,-0.0006144394582127969
2.890887607404053e-07,-0.0003196998064424024
2.988358094095968e-07,-9.01501386815527e-05
3.089815839737219e-07,8.614059199688258e-05
3.1817901078551e-07,0.0002038736730882021
3.293942789012331e-07,0.0003082766488548369
3.395322300852472e-07,0.0003747744392657959
3.49471077134453e-07,0.0004212519630842378
3.623325755918844e-07,0.0004627892680867254
3.738993846965181e-07,0.0004877982028457181
3.853509760142682e-07,0.0005052489351525717
3.976114220522494e-07,0.0005193902239214235
4.104552691044443e-07,0.0005319764128619571
4.239367230335018e-07,0.0005449809678441206
4.382581336888723e-07,0.0005603590699537784
4.535242265446475e-07,0.0005799135148624728
4.698502893535746e-07,0.0006054463338507303
4.873990430638759e-07,0.0006388624322399566
5.063598500024687e-07,0.0006821971510570259
5.269605999029912e-07,0.0007376739038471
5.494879427072563e-07,0.000807780348495861
5.743054582838747e-07,0.0008953279889668245
6.018819914180978e-07,0.001003500142517218
6.328361402752678e-07,0.001135879074642966
6.680040949775456e-07,0.001296422609279694
7.085510799623681e-07,0.001489259779994097
7.561585924276491e-07,0.001718280549965388
8.133646483791152e-07,0.001986312192891943
8.84221217461755e-07,0.002293557459543389
9.745804137512239e-07,0.002631110884780407
1.068415005320005e-06,0.002910802776495229
1.163977659760402e-06,0.003125690900675009
1.263977659760402e-06,0.003287439253389401
1.363977659760402e-06,0.003399647637882562
1.463977659760402e-06,0.003476064216255196
1.563977659760402e-06,0.003527607648230241
1.663977659760402e-06,0.003562242040560134
1.763977659760402e-06,0.003585500611665701
1.863977659760402e-06,0.003601131711021558
1.963977659760402e-06,0.003611647729190243
2.063977659760402e-06,0.003618728539026645
2.163977659760402e-06,0.003623498810489561
2.263977659760402e-06,0.003626713271426502
2.363977659760402e-06,0.003628879455847684
2.463977659760402e-06,0.003630339149343572
2.563977659760402e-06,0.00363132268970536
2.663977659760402e-06,0.003631985346807265
2.763977659760401e-06,0.003632431784352505
2.863977659760401e-06,0.003632732542830449
2.963977659760401e-06,0.003632935156434047
3.063977659760401e-06,0.003633071651904442
3.163977659760401e-06,0.003633163605706661
3.263977659760401e-06,0.003633225553238109
3.363977659760401e-06,0.003633267286390925
3.463977659760401e-06,0.003633295401596053
3.563977659760401e-06,0.003633314342634026
3.6639776597604e-06,0.003633327103167374
3.7639776597604e-06,0.00363333569997942
3.8639776597604e-06,0.00363334149175053
3.9639776597604e-06,0.003633345393795718
4.0639776597604e-06,0.003633348022756641
4.1639776597604e-06,0.003633349794049667
4.2639776597604e-06,0.003633350987548279
4.3639776597604e-06,0.00363335179180192
4.4639776597604e-06,0.003633352333824802
4.563977659760399e-06,0.003633352699177138
4.663977659760399e-06,0.003633352945514535
4.763977659760399e-06,0.003633353111674226
4.863977659760399e-06,0.003633353223818282
4.963977659760399e-06,0.003633353299572259
5.0269888298802e-06,0.003633353333447644
5.09e-06,0.003633353359760771
5.090804586568412e-06,0.003620001424118714
5.091569639115724e-06,0.003614129424963836
5.092311207099805e-06,0.003616196339725034
5.09313387952829e-06,0.003627790316747343
5.09379218067898e-06,0.003644618946126983
5.094499397581997e-06,0.003671724650869547
5.094836439599211e-06,0.0036886130508557
5.095178176549616e-06,0.003709026372856283
5.09534157941684e-06,0.00372029562915544
5.095506420203426e-06,0.003733127305237829
5.095640636071969e-06,0.003745256043839188
5.095736003323282e-06,0.003755067268908704
5.095828272974507e-06,0.003765460506425373
5.09591741571483e-06,0.003776151875961399
5.096010479894439e-06,0.003787784018061487
5.096102374046915e-06,0.003799573421062464
5.096200915389498e-06,0.003812399807759193
5.096309756382978e-06,0.003826622482150173
5.096424899930555e-06,0.003841505317801198
5.096534415967924e-06,0.003855181981557637
5.09662821064545e-06,0.003866197830176521
5.096710397501341e-06,0.003875188475257154
5.096808467226809e-06,0.003885233313950067
5.096916253232777e-06,0.003895687162909381
5.097006854928507e-06,0.003904145143559889
5.097106288813109e-06,0.00391317354670687
5.097227944757992e-06,0.003923923559682793
5.097381465965286e-06,0.003937094491148734
5.097562947444163e-06,0.003952169002913607
5.097772353592061e-06,0.003968963565728041
5.098018691086028e-06,0.003987960153030454
5.098314277774983e-06,0.004009738819542295
5.098668279887628e-06,0.004034473097343587
5.099059189510353e-06,0.004060292246517791
5.099427169783438e-06,0.004083418722729611
5.09977072397909e-06,0.004104157701836289
5.1e-06,0.004117588777812792
5.100055329294126e-06,0.004121410889383121
5.100117509349302e-06,0.004125680641152366
5.100188729611011e-06,0.004130540107345452
5.100331170134427e-06,0.00414015901644682
5.10061605118126e-06,0.004158996427171875
5.101185813274925e-06,0.004195115618012158
5.102325337462257e-06,0.00426150581570113
5.104604385836919e-06,0.004373506584317313
5.109162482586244e-06,0.004531061764961952
5.118278676084893e-06,0.004672105099173686
5.130432095263405e-06,0.004666500973695447
5.144579287356561e-06,0.004550664545380615
5.161899884266959e-06,0.004385477215106341
5.183477527532303e-06,0.0042188446796402
5.2e-06,0.004127281263444137
5.200020538860795e-06,0.004127278049367428
5.200034970822728e-06,0.004127273912145891
5.200063834746595e-06,0.004127263740528075
5.200121562594328e-06,0.00412724181914409
5.200237018289795e-06,0.004127193940361407
5.200467929680728e-06,0.004127078714902091
5.200929752462594e-06,0.004126727409600595
5.201440245522046e-06,0.00412593736116715
5.201827714705383e-06,0.004124733244213853
5.202162268404052e-06,0.004122798931566826
5.202523821970659e-06,0.00411831749624554
5.202889812325082e-06,0.004106628815299928
5.203078579024225e-06,0.004095037166083971
5.203262237785097e-06,0.004076453543926114
5.203413091430108e-06,0.004052411872615968
5.203523780193192e-06,0.004027515463203303
5.203621684404518e-06,0.003998675327697141
5.203708320984768e-06,0.003966538081130364
5.203799857963331e-06,0.003924325366992884
5.203891135776408e-06,0.003872101822539139
5.203991790833378e-06,0.003800448974793876
5.20410425401398e-06,0.00369956636936939
5.204219530158372e-06,0.003569338290423103
5.204324561955903e-06,0.003423582875075439
5.20441455252036e-06,0.003275760699902844
5.204494963829884e-06,0.00312402762096864
5.204593005500569e-06,0.002911472391987471
5.204688424934323e-06,0.002673268423191521
5.204768964873907e-06,0.002446701766016484
5.20485894047056e-06,0.002164458572596441
5.204977391116956e-06,0.001743679540966922
5.205123742935841e-06,0.001143195415665175
5.205297426558175e-06,0.0003109795152686909
5.205501294295765e-06,-0.0008444959977852585
5.205743944243595e-06,-0.002464944447587939
5.206034057999381e-06,-0.004734503152291938
5.20638058289877e-06,-0.007881237123183789
5.206795432443764e-06,-0.01218075141093235
5.207297862970879e-06,-0.01797340306870835
5.207889518265569e-06,-0.02528072670687133
5.208469449219547e-06,-0.03259596315203003
5.209049974846734e-06,-0.03973059922492266
5.209524987423367e-06,-0.04523983609847208
5.21e-06,-0.05031529906572337
5.210106713093612e-06,-0.05136056638766848
5.210198766060861e-06,-0.05223860903999623
5.210306649079315e-06,-0.05322920904310523
5.210522415116224e-06,-0.05507893882204281
5.210953947190042e-06,-0.05828341620616569
5.211539232872593e-06,-0.06169212755323713
5.212202412065812e-06,-0.0644472278285913
5.212857328544039e-06,-0.06621717834058341
5.213505278406855e-06,-0.06722177345330897
5.214268260001858e-06,-0.06767099259548189
5.215149475550682e-06,-0.06745222534281264
5.216109366918377e-06,-0.06656664887135967
5.217166256924007e-06,-0.06505733181834236
5.218343432870529e-06,-0.06294749614634139
5.219679573719172e-06,-0.06021376999437027
5.221239596608293e-06,-0.05674665942233861
5.22311574248632e-06,-0.05232279612403432
5.2250933963751e-06,-0.04740990401010793
5.226910344609909e-06,-0.04265730932604221
5.228543895399201e-06,-0.03815487301006192
5.230265243899263e-06,-0.03312561019719328
5.233244825708068e-06,-0.02354943689833375
5.235365377847406e-06,-0.0159502705068807
5.237258445283378e-06,-0.008527960437881827
5.239371014695131e-06,0.0005580235537213951
5.242118550874193e-06,0.01372539539986163
5.244586650534439e-06,0.0270831396133231
5.246904165469639e-06,0.04101125360707122
5.249932926201522e-06,0.06133894869190839
5.253609863877004e-06,0.08919819162072504
5.257472422383787e-06,0.1212420610475112
5.260186702384161e-06,0.1444793191166598
5.262307494434513e-06,0.1624346910198416
5.26429985317249e-06,0.1787075669330466
5.266305994068629e-06,0.1941795207473814
5.268490404006553e-06,0.2097043906833081
5.270789875178375e-06,0.2243770103010233
5.273503674335707e-06,0.2394466454777195
5.276512859888673e-06,0.2535317074865217
5.279343637027889e-06,0.2646227970493608
5.282563786878228e-06,0.2752396308180768
5.285795270035464e-06,0.2842733231703403
5.289147881346114e-06,0.2923908695560863
5.292821731775509e-06,0.3002345226970379
5.296960330682566e-06,0.3081351880094915
5.301740724924266e-06,0.3163921195634701
5.307353884889775e-06,0.3252459511190625
5.314070641211469e-06,0.3349606609011762
5.322412624902004e-06,0.3459424200181747
5.331584158029181e-06,0.356731682242076
5.341137235705472e-06,0.3665444249373069
5.351155043573414e-06,0.3752704121583503
5.359764427503829e-06,0.3815211518247495
5.372249854819235e-06,0.3887150128061092
5.382569780122113e-06,0.3931752598259547
5.392089018888187e-06,0.3962718872358619
5.403586786941394e-06,0.3989623768921273
5.413956758021595e-06,0.4005975150723307
5.424143741823283e-06,0.4016386085935182
5.434976464430105e-06,0.402288723131292
5.44642424509268e-06,0.4026110275448945
5.458695924442034e-06,0.4026802650440737
5.472184354285562e-06,0.402562327886347
5.487330794320938e-06,0.4023183240627681
5.504830614166592e-06,0.4020108217024383
5.525972542388471e-06,0.4017043463111987
5.553568509924521e-06,0.4014651127925326
5.59670547837551e-06,0.4013587287311325
5.654095716369178e-06,0.4014114228826072
5.726733232621433e-06,0.4014876731372026
5.821036447526951e-06,0.401507011035204
5.921036447526951e-06,0.4014923901097083
6.02103644752695e-06,0.401482685097308
6.12103644752695e-06,0.4014807999841835
6.22103644752695e-06,0.4014805663324799
6.32103644752695e-06,0.4014794845414144
6.42103644752695e-06,0.4014778387656426
6.52103644752695e-06,0.4014761612812488
6.62103644752695e-06,0.4014745736580467
6.72103644752695e-06,0.4014730208202863
6.82103644752695e-06,0.4014714633333648
6.921036447526949e-06,0.4014698981709899
7.021036447526949e-06,0.4014683313426448
7.121036447526949e-06,0.4014667653346607
7.221036447526949e-06,0.4014651998887757
7.321036447526949e-06,0.4014636344806549
7.421036447526949e-06,0.4014620689859696
7.521036447526949e-06,0.4014605034573748
7.621036447526949e-06,0.4014589379338957
7.721036447526949e-06,0.4014573724189204
7.821036447526949e-06,0.4014558069066869
7.92103644752695e-06,0.401454241394599
8.021036447526951e-06,0.401452675882923
8.121036447526951e-06,0.4014511103721325
8.221036447526952e-06,0.4014495448624231
8.321036447526953e-06,0.4014479793537508
8.421036447526954e-06,0.4014464138459901
8.521036447526954e-06,0.4014448483392046
8.621036447526955e-06,0.401443282833382
8.721036447526956e-06,0.4014417173284881
8.821036447526957e-06,0.4014401518245951
8.921036447526957e-06,0.4014385863216422
9.021036447526958e-06,0.4014370208196554
9.121036447526959e-06,0.4014354553187048
9.22103644752696e-06,0.4014338898186782
9.32103644752696e-06,0.401432324319593
9.421036447526961e-06,0.4014307588215024
9.521036447526962e-06,0.4014291933243485
9.621036447526963e-06,0.4014276278281542
9.721036447526963e-06,0.4014260623329632
9.821036447526964e-06,0.4014244968387665
9.921036447526965e-06,0.4014229313454818
1e-05,0.4014216951770406
